COMID,subbasin_model,subbasin,ffm,alteration_status,alteration_direction,alteration_status_statewide,alteration_direction_statewide,comid_notes,flow_component,flow_characteristic,flow_metric,title_name,title_component,title_ffm,description,metric,component_alteration
20348641,201041,J01-041,Peak_5,likely_altered,high,likely_altered,high,NA,Peak flow,Magnitude (cfs),Peak_5,Peak Flow: Magnitude (5-year flood),Peak Flow Magnitude," Magnitude (5-year flood, cfs)",Peak-flow magnitude (20% exeedance values of annual peak flow --> 5 year recurrence intervals),Peak_5,likely_altered
20348641,201041,J01-041,Peak_2,likely_altered,high,likely_altered,high,NA,Peak flow,Magnitude (cfs),Peak_2,Peak Flow: Magnitude (2-year flood),Peak Flow Magnitude," Magnitude (2-year flood, cfs)",Peak-flow magnitude (50% exeedance values of annual peak flow --> 2 year recurrence intervals),Peak_2,likely_altered
20348641,201041,J01-041,Peak_Dur_10,likely_unaltered,none_found,likely_unaltered,none_found,NA,Peak flow,Duration (days),Peak_Dur_10,Peak Flow: Duration (10-year flood),Peak Flow Duration," Duration (10-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_10,NA
20348641,201041,J01-041,Peak_Dur_5,likely_unaltered,none_found,likely_unaltered,none_found,NA,Peak flow,Duration (days),Peak_Dur_5,Peak Flow: Duration (5-year flood),Peak Flow Duration," Duration (5-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_5,NA
20348641,201041,J01-041,Peak_Dur_2,likely_unaltered,none_found,likely_unaltered,none_found,NA,Peak flow,Duration (days),Peak_Dur_2,Peak Flow: Duration (2-year flood),Peak Flow Duration,"Duration (2-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_2,NA
20348641,201041,J01-041,Peak_Fre_10,likely_unaltered,none_found,likely_unaltered,none_found,NA,Peak flow,Frequency,Peak_Fre_10,Peak Flow: Frequency (10-year flood),Peak Flow Frequency, Frequency (10-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_10,NA
20348641,201041,J01-041,Peak_Fre_5,likely_unaltered,none_found,likely_unaltered,none_found,NA,Peak flow,Frequency,Peak_Fre_5,Peak Flow: Frequency (5-year flood),Peak Flow Frequency, Frequency (5-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_5,NA
20348641,201041,J01-041,Peak_Fre_2,indeterminate,none_found,likely_unaltered,none_found,NA,Peak flow,Frequency,Peak_Fre_2,Peak Flow: Frequency (2-year flood),Peak Flow Frequency, Frequency (2-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_2,NA
20348641,201041,J01-041,SP_Mag,likely_unaltered,none_found,likely_unaltered,none_found,NA,Spring recession flow,Magnitude (cfs),SP_Mag,Spring Recession Flow: Magnitude,Spring Recession Flow, Magnitude (cfs),Spring peak magnitude (daily flow on start date of spring-flow period),SP_Mag,NA
20348641,201041,J01-041,SP_Tim,likely_unaltered,none_found,likely_unaltered,none_found,NA,Spring recession flow,Timing (date),SP_Tim,Spring Recession Flow: Timing,Spring Recession Flow, Timing (date),Start date of spring (date),SP_Tim,NA
20348641,201041,J01-041,SP_Dur,indeterminate,none_found,likely_unaltered,none_found,NA,Spring recession flow,Duration (days),SP_Dur,Spring Recession Flow: Duration,Spring Recession Flow, Duration (days),Spring flow recession duration (# of days from start of spring to start of summer baseflow period),SP_Dur,NA
20348641,201041,J01-041,SP_ROC,likely_altered,high,likely_unaltered,none_found,NA,Spring recession flow,Rate of change (%),SP_ROC,Spring Recession Flow: Rate of Change,Spring Recession Flow, Rate of Change (% decrease per day),Spring flow recession rate (Percent decrease per day over spring recession period),SP_ROC,likely_altered
20348641,201041,J01-041,DS_Mag_50,likely_altered,high,likely_altered,high,NA,Dry-season base flow,Magnitude (cfs),DS_Mag_50,Dry-Season Base Flow: Magnitude (50th percentile),Dry-Season Base Flow," Magnitude (50th percentile, cfs)","Base flow magnitude (50th percentile of daily flow within summer season, calculated on an annual basis)",DS_Mag_50,likely_altered
20348641,201041,J01-041,DS_Mag_90,likely_altered,high,likely_altered,high,NA,Dry-season base flow,Magnitude (cfs),DS_Mag_90,Dry-Season Base Flow: Magnitude (90th percentile),Dry-Season Base Flow," Magnitude (90th percentile, cfs)","Base flow magnitude (90th percentile of daily flow within summer season, calculated on an annual basis)",DS_Mag_90,likely_altered
20348641,201041,J01-041,DS_Tim,likely_unaltered,none_found,likely_unaltered,none_found,NA,Dry-season base flow,Timing (date),DS_Tim,Dry-Season Base Flow: Timing,Dry-Season Base Flow, Timing (date),Summer timing (start date of summer),DS_Tim,NA
20348641,201041,J01-041,DS_Dur_WS,likely_altered,low,likely_unaltered,none_found,NA,Dry-season base flow,Duration (days),DS_Dur_WS,Dry-Season Base Flow: Duration,Dry-Season Base Flow, Duration (days),Summer flow duration (# of days from start of summer to start of wet season),DS_Dur_WS,likely_altered
20350543,201050,J01-050,FA_Mag,likely_altered,high,likely_altered,high,NA,Fall pulse flow,Magnitude (cfs),FA_Mag,Fall Pulse Flow: Magnitude,Fall Pulse Flow, Magnitude (cfs),Peak magnitude of fall season pulse event (maximum daily peak flow during event),FA_Mag,likely_altered
20350543,201050,J01-050,FA_Tim,likely_altered,low,likely_unaltered,none_found,NA,Fall pulse flow,Timing (date),FA_Tim,Fall Pulse Flow: Timing,Fall Pulse Flow, Timing (date),Start date of fall pulse event,FA_Tim,likely_altered
20350543,201050,J01-050,FA_Dur,likely_unaltered,none_found,likely_unaltered,none_found,NA,Fall pulse flow,Duration (days),FA_Dur,Fall Pulse Flow: Duration,Fall Pulse Flow, Duration (days),Duration of fall pulse event (# of days start-end) ,FA_Dur,NA
20350543,201050,J01-050,Wet_BFL_Mag_10,likely_altered,high,likely_altered,high,NA,Wet-season base flow,Magnitude (cfs),Wet_BFL_Mag_10,Wet-Season Base Flow: Magnitude 10th percentile,Wet-Season Base Flow, Magnitude 10th percentile (cfs),"Magnitude of wet season baseflows (10th  percentile of daily flows within that season, including peak flow events)",Wet_BFL_Mag_10,likely_altered
20350543,201050,J01-050,Wet_BFL_Mag_50,likely_altered,high,likely_altered,high,NA,Wet-season base flow,Magnitude (cfs),Wet_BFL_Mag_50,Wet-Season Base Flow: Magnitude 50th percentile,Wet-Season Base Flow, Magnitude 50th percentile (cfs),"Magnitude of wet season baseflows (50th percentile of daily flows within that season, including peak flow events)",Wet_BFL_Mag_50,likely_altered
20350543,201050,J01-050,Wet_Tim,likely_altered,low,likely_unaltered,none_found,NA,Wet-season base flow,Timing (date),Wet_Tim,Wet-Season Base Flow: Timing,Wet-Season Base Flow, Timing (date),Start date of wet season,Wet_Tim,likely_altered
20350543,201050,J01-050,Wet_BFL_Dur,indeterminate,none_found,likely_unaltered,none_found,NA,Wet-season base flow,Duration (days),Wet_BFL_Dur,Wet-Season Base Flow: Duration,Wet-Season Base Flow, Duration (days),Wet season baseflow duration (# of days from start of wet season to start of spring season),Wet_BFL_Dur,NA
20350543,201050,J01-050,Peak_10,likely_altered,high,likely_altered,high,NA,Peak flow,Magnitude (cfs),Peak_10,Peak Flow: Magnitude (10-year flood),Peak Flow Magnitude," Magnitude (10-year flood, cfs)",Peak-flow magnitude (10% exeedance values of annual peak flow --> 10 year recurrence intervals),Peak_10,likely_altered
20350543,201050,J01-050,Peak_5,likely_altered,high,likely_altered,high,NA,Peak flow,Magnitude (cfs),Peak_5,Peak Flow: Magnitude (5-year flood),Peak Flow Magnitude," Magnitude (5-year flood, cfs)",Peak-flow magnitude (20% exeedance values of annual peak flow --> 5 year recurrence intervals),Peak_5,likely_altered
20350543,201050,J01-050,Peak_2,likely_altered,high,likely_altered,high,NA,Peak flow,Magnitude (cfs),Peak_2,Peak Flow: Magnitude (2-year flood),Peak Flow Magnitude," Magnitude (2-year flood, cfs)",Peak-flow magnitude (50% exeedance values of annual peak flow --> 2 year recurrence intervals),Peak_2,likely_altered
20350543,201050,J01-050,Peak_Dur_10,likely_unaltered,none_found,likely_unaltered,none_found,NA,Peak flow,Duration (days),Peak_Dur_10,Peak Flow: Duration (10-year flood),Peak Flow Duration," Duration (10-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_10,NA
20350543,201050,J01-050,Peak_Dur_5,likely_unaltered,none_found,likely_unaltered,none_found,NA,Peak flow,Duration (days),Peak_Dur_5,Peak Flow: Duration (5-year flood),Peak Flow Duration," Duration (5-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_5,NA
20350543,201050,J01-050,Peak_Dur_2,likely_unaltered,none_found,likely_unaltered,none_found,NA,Peak flow,Duration (days),Peak_Dur_2,Peak Flow: Duration (2-year flood),Peak Flow Duration,"Duration (2-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_2,NA
20350543,201050,J01-050,Peak_Fre_10,likely_unaltered,none_found,likely_unaltered,none_found,NA,Peak flow,Frequency,Peak_Fre_10,Peak Flow: Frequency (10-year flood),Peak Flow Frequency, Frequency (10-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_10,NA
20350543,201050,J01-050,Peak_Fre_5,likely_unaltered,none_found,likely_unaltered,none_found,NA,Peak flow,Frequency,Peak_Fre_5,Peak Flow: Frequency (5-year flood),Peak Flow Frequency, Frequency (5-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_5,NA
20350543,201050,J01-050,Peak_Fre_2,likely_unaltered,none_found,likely_unaltered,none_found,NA,Peak flow,Frequency,Peak_Fre_2,Peak Flow: Frequency (2-year flood),Peak Flow Frequency, Frequency (2-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_2,NA
20350543,201050,J01-050,SP_Mag,likely_altered,high,likely_unaltered,none_found,NA,Spring recession flow,Magnitude (cfs),SP_Mag,Spring Recession Flow: Magnitude,Spring Recession Flow, Magnitude (cfs),Spring peak magnitude (daily flow on start date of spring-flow period),SP_Mag,likely_altered
20350543,201050,J01-050,SP_Tim,likely_unaltered,none_found,likely_unaltered,none_found,NA,Spring recession flow,Timing (date),SP_Tim,Spring Recession Flow: Timing,Spring Recession Flow, Timing (date),Start date of spring (date),SP_Tim,NA
20350543,201050,J01-050,SP_Dur,indeterminate,none_found,indeterminate,low,NA,Spring recession flow,Duration (days),SP_Dur,Spring Recession Flow: Duration,Spring Recession Flow, Duration (days),Spring flow recession duration (# of days from start of spring to start of summer baseflow period),SP_Dur,NA
20350543,201050,J01-050,SP_ROC,likely_altered,high,likely_altered,high,NA,Spring recession flow,Rate of change (%),SP_ROC,Spring Recession Flow: Rate of Change,Spring Recession Flow, Rate of Change (% decrease per day),Spring flow recession rate (Percent decrease per day over spring recession period),SP_ROC,likely_altered
20350543,201050,J01-050,DS_Mag_50,likely_unaltered,none_found,likely_unaltered,none_found,NA,Dry-season base flow,Magnitude (cfs),DS_Mag_50,Dry-Season Base Flow: Magnitude (50th percentile),Dry-Season Base Flow," Magnitude (50th percentile, cfs)","Base flow magnitude (50th percentile of daily flow within summer season, calculated on an annual basis)",DS_Mag_50,NA
20350543,201050,J01-050,DS_Mag_90,likely_altered,high,likely_altered,high,NA,Dry-season base flow,Magnitude (cfs),DS_Mag_90,Dry-Season Base Flow: Magnitude (90th percentile),Dry-Season Base Flow," Magnitude (90th percentile, cfs)","Base flow magnitude (90th percentile of daily flow within summer season, calculated on an annual basis)",DS_Mag_90,likely_altered
20350543,201050,J01-050,DS_Tim,likely_unaltered,none_found,likely_unaltered,none_found,NA,Dry-season base flow,Timing (date),DS_Tim,Dry-Season Base Flow: Timing,Dry-Season Base Flow, Timing (date),Summer timing (start date of summer),DS_Tim,NA
20350543,201050,J01-050,DS_Dur_WS,likely_unaltered,none_found,likely_unaltered,none_found,NA,Dry-season base flow,Duration (days),DS_Dur_WS,Dry-Season Base Flow: Duration,Dry-Season Base Flow, Duration (days),Summer flow duration (# of days from start of summer to start of wet season),DS_Dur_WS,NA
20350507,201060,J01-060,FA_Mag,likely_unaltered,none_found,likely_unaltered,none_found,Add with J05-010 for 20350507,Fall pulse flow,Magnitude (cfs),FA_Mag,Fall Pulse Flow: Magnitude,Fall Pulse Flow, Magnitude (cfs),Peak magnitude of fall season pulse event (maximum daily peak flow during event),FA_Mag,NA
20350507,201060,J01-060,FA_Tim,likely_altered,low,likely_unaltered,none_found,Add with J05-010 for 20350507,Fall pulse flow,Timing (date),FA_Tim,Fall Pulse Flow: Timing,Fall Pulse Flow, Timing (date),Start date of fall pulse event,FA_Tim,likely_altered
20350507,201060,J01-060,FA_Dur,likely_altered,low,likely_unaltered,none_found,Add with J05-010 for 20350507,Fall pulse flow,Duration (days),FA_Dur,Fall Pulse Flow: Duration,Fall Pulse Flow, Duration (days),Duration of fall pulse event (# of days start-end) ,FA_Dur,likely_altered
20350507,201060,J01-060,Wet_BFL_Mag_10,likely_altered,high,likely_altered,high,Add with J05-010 for 20350507,Wet-season base flow,Magnitude (cfs),Wet_BFL_Mag_10,Wet-Season Base Flow: Magnitude 10th percentile,Wet-Season Base Flow, Magnitude 10th percentile (cfs),"Magnitude of wet season baseflows (10th  percentile of daily flows within that season, including peak flow events)",Wet_BFL_Mag_10,likely_altered
20350507,201060,J01-060,Wet_BFL_Mag_50,likely_altered,high,likely_altered,high,Add with J05-010 for 20350507,Wet-season base flow,Magnitude (cfs),Wet_BFL_Mag_50,Wet-Season Base Flow: Magnitude 50th percentile,Wet-Season Base Flow, Magnitude 50th percentile (cfs),"Magnitude of wet season baseflows (50th percentile of daily flows within that season, including peak flow events)",Wet_BFL_Mag_50,likely_altered
20350507,201060,J01-060,Wet_Tim,likely_altered,low,likely_unaltered,none_found,Add with J05-010 for 20350507,Wet-season base flow,Timing (date),Wet_Tim,Wet-Season Base Flow: Timing,Wet-Season Base Flow, Timing (date),Start date of wet season,Wet_Tim,likely_altered
20350507,201060,J01-060,Wet_BFL_Dur,likely_altered,high,likely_unaltered,none_found,Add with J05-010 for 20350507,Wet-season base flow,Duration (days),Wet_BFL_Dur,Wet-Season Base Flow: Duration,Wet-Season Base Flow, Duration (days),Wet season baseflow duration (# of days from start of wet season to start of spring season),Wet_BFL_Dur,likely_altered
20350507,201060,J01-060,Peak_10,likely_altered,high,likely_altered,high,Add with J05-010 for 20350507,Peak flow,Magnitude (cfs),Peak_10,Peak Flow: Magnitude (10-year flood),Peak Flow Magnitude," Magnitude (10-year flood, cfs)",Peak-flow magnitude (10% exeedance values of annual peak flow --> 10 year recurrence intervals),Peak_10,likely_altered
20350507,201060,J01-060,Peak_5,likely_altered,high,likely_altered,high,Add with J05-010 for 20350507,Peak flow,Magnitude (cfs),Peak_5,Peak Flow: Magnitude (5-year flood),Peak Flow Magnitude," Magnitude (5-year flood, cfs)",Peak-flow magnitude (20% exeedance values of annual peak flow --> 5 year recurrence intervals),Peak_5,likely_altered
20350507,201060,J01-060,Peak_2,likely_altered,high,likely_altered,high,Add with J05-010 for 20350507,Peak flow,Magnitude (cfs),Peak_2,Peak Flow: Magnitude (2-year flood),Peak Flow Magnitude," Magnitude (2-year flood, cfs)",Peak-flow magnitude (50% exeedance values of annual peak flow --> 2 year recurrence intervals),Peak_2,likely_altered
20350507,201060,J01-060,Peak_Dur_10,likely_unaltered,none_found,likely_unaltered,none_found,Add with J05-010 for 20350507,Peak flow,Duration (days),Peak_Dur_10,Peak Flow: Duration (10-year flood),Peak Flow Duration," Duration (10-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_10,NA
20350507,201060,J01-060,Peak_Dur_5,likely_unaltered,none_found,likely_unaltered,none_found,Add with J05-010 for 20350507,Peak flow,Duration (days),Peak_Dur_5,Peak Flow: Duration (5-year flood),Peak Flow Duration," Duration (5-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_5,NA
20350507,201060,J01-060,Peak_Dur_2,indeterminate,none_found,likely_unaltered,none_found,Add with J05-010 for 20350507,Peak flow,Duration (days),Peak_Dur_2,Peak Flow: Duration (2-year flood),Peak Flow Duration,"Duration (2-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_2,NA
20350507,201060,J01-060,Peak_Fre_10,likely_unaltered,none_found,likely_unaltered,none_found,Add with J05-010 for 20350507,Peak flow,Frequency,Peak_Fre_10,Peak Flow: Frequency (10-year flood),Peak Flow Frequency, Frequency (10-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_10,NA
20350507,201060,J01-060,Peak_Fre_5,likely_unaltered,none_found,likely_unaltered,none_found,Add with J05-010 for 20350507,Peak flow,Frequency,Peak_Fre_5,Peak Flow: Frequency (5-year flood),Peak Flow Frequency, Frequency (5-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_5,NA
20350507,201060,J01-060,Peak_Fre_2,likely_altered,low,likely_unaltered,none_found,Add with J05-010 for 20350507,Peak flow,Frequency,Peak_Fre_2,Peak Flow: Frequency (2-year flood),Peak Flow Frequency, Frequency (2-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_2,likely_altered
20350507,201060,J01-060,SP_Mag,likely_unaltered,none_found,likely_unaltered,none_found,Add with J05-010 for 20350507,Spring recession flow,Magnitude (cfs),SP_Mag,Spring Recession Flow: Magnitude,Spring Recession Flow, Magnitude (cfs),Spring peak magnitude (daily flow on start date of spring-flow period),SP_Mag,NA
20350507,201060,J01-060,SP_Tim,likely_unaltered,none_found,likely_unaltered,none_found,Add with J05-010 for 20350507,Spring recession flow,Timing (date),SP_Tim,Spring Recession Flow: Timing,Spring Recession Flow, Timing (date),Start date of spring (date),SP_Tim,NA
20350507,201060,J01-060,SP_Dur,likely_unaltered,none_found,likely_unaltered,none_found,Add with J05-010 for 20350507,Spring recession flow,Duration (days),SP_Dur,Spring Recession Flow: Duration,Spring Recession Flow, Duration (days),Spring flow recession duration (# of days from start of spring to start of summer baseflow period),SP_Dur,NA
20350507,201060,J01-060,SP_ROC,likely_altered,high,likely_unaltered,none_found,Add with J05-010 for 20350507,Spring recession flow,Rate of change (%),SP_ROC,Spring Recession Flow: Rate of Change,Spring Recession Flow, Rate of Change (% decrease per day),Spring flow recession rate (Percent decrease per day over spring recession period),SP_ROC,likely_altered
20350507,201060,J01-060,DS_Mag_50,likely_altered,high,likely_altered,high,Add with J05-010 for 20350507,Dry-season base flow,Magnitude (cfs),DS_Mag_50,Dry-Season Base Flow: Magnitude (50th percentile),Dry-Season Base Flow," Magnitude (50th percentile, cfs)","Base flow magnitude (50th percentile of daily flow within summer season, calculated on an annual basis)",DS_Mag_50,likely_altered
20350507,201060,J01-060,DS_Mag_90,likely_altered,high,likely_unaltered,none_found,Add with J05-010 for 20350507,Dry-season base flow,Magnitude (cfs),DS_Mag_90,Dry-Season Base Flow: Magnitude (90th percentile),Dry-Season Base Flow," Magnitude (90th percentile, cfs)","Base flow magnitude (90th percentile of daily flow within summer season, calculated on an annual basis)",DS_Mag_90,likely_altered
20350507,201060,J01-060,DS_Tim,likely_unaltered,none_found,likely_unaltered,none_found,Add with J05-010 for 20350507,Dry-season base flow,Timing (date),DS_Tim,Dry-Season Base Flow: Timing,Dry-Season Base Flow, Timing (date),Summer timing (start date of summer),DS_Tim,NA
20350507,201060,J01-060,DS_Dur_WS,likely_altered,low,likely_unaltered,none_found,Add with J05-010 for 20350507,Dry-season base flow,Duration (days),DS_Dur_WS,Dry-Season Base Flow: Duration,Dry-Season Base Flow, Duration (days),Summer flow duration (# of days from start of summer to start of wet season),DS_Dur_WS,likely_altered
20350507,201061,J01-061,FA_Mag,NA,NA,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Fall pulse flow,Magnitude (cfs),FA_Mag,Fall Pulse Flow: Magnitude,Fall Pulse Flow, Magnitude (cfs),Peak magnitude of fall season pulse event (maximum daily peak flow during event),FA_Mag,NA
20350507,201061,J01-061,FA_Tim,NA,NA,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Fall pulse flow,Timing (date),FA_Tim,Fall Pulse Flow: Timing,Fall Pulse Flow, Timing (date),Start date of fall pulse event,FA_Tim,NA
20350507,201061,J01-061,FA_Dur,NA,NA,indeterminate,low,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Fall pulse flow,Duration (days),FA_Dur,Fall Pulse Flow: Duration,Fall Pulse Flow, Duration (days),Duration of fall pulse event (# of days start-end) ,FA_Dur,NA
20350507,201061,J01-061,Wet_BFL_Mag_10,likely_altered,high,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Wet-season base flow,Magnitude (cfs),Wet_BFL_Mag_10,Wet-Season Base Flow: Magnitude 10th percentile,Wet-Season Base Flow, Magnitude 10th percentile (cfs),"Magnitude of wet season baseflows (10th  percentile of daily flows within that season, including peak flow events)",Wet_BFL_Mag_10,likely_altered
20350507,201061,J01-061,Wet_BFL_Mag_50,likely_unaltered,none_found,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Wet-season base flow,Magnitude (cfs),Wet_BFL_Mag_50,Wet-Season Base Flow: Magnitude 50th percentile,Wet-Season Base Flow, Magnitude 50th percentile (cfs),"Magnitude of wet season baseflows (50th percentile of daily flows within that season, including peak flow events)",Wet_BFL_Mag_50,NA
20350507,201061,J01-061,Wet_Tim,likely_altered,low,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Wet-season base flow,Timing (date),Wet_Tim,Wet-Season Base Flow: Timing,Wet-Season Base Flow, Timing (date),Start date of wet season,Wet_Tim,likely_altered
20350507,201061,J01-061,Wet_BFL_Dur,likely_altered,high,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Wet-season base flow,Duration (days),Wet_BFL_Dur,Wet-Season Base Flow: Duration,Wet-Season Base Flow, Duration (days),Wet season baseflow duration (# of days from start of wet season to start of spring season),Wet_BFL_Dur,likely_altered
20350507,201061,J01-061,Peak_10,likely_altered,high,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Peak flow,Magnitude (cfs),Peak_10,Peak Flow: Magnitude (10-year flood),Peak Flow Magnitude," Magnitude (10-year flood, cfs)",Peak-flow magnitude (10% exeedance values of annual peak flow --> 10 year recurrence intervals),Peak_10,likely_altered
20350507,201061,J01-061,Peak_5,likely_altered,high,likely_altered,low,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Peak flow,Magnitude (cfs),Peak_5,Peak Flow: Magnitude (5-year flood),Peak Flow Magnitude," Magnitude (5-year flood, cfs)",Peak-flow magnitude (20% exeedance values of annual peak flow --> 5 year recurrence intervals),Peak_5,likely_altered
20350507,201061,J01-061,Peak_2,likely_altered,high,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Peak flow,Magnitude (cfs),Peak_2,Peak Flow: Magnitude (2-year flood),Peak Flow Magnitude," Magnitude (2-year flood, cfs)",Peak-flow magnitude (50% exeedance values of annual peak flow --> 2 year recurrence intervals),Peak_2,likely_altered
20350507,201061,J01-061,Peak_Dur_10,likely_altered,low,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Peak flow,Duration (days),Peak_Dur_10,Peak Flow: Duration (10-year flood),Peak Flow Duration," Duration (10-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_10,likely_altered
20350507,201061,J01-061,Peak_Dur_5,likely_unaltered,none_found,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Peak flow,Duration (days),Peak_Dur_5,Peak Flow: Duration (5-year flood),Peak Flow Duration," Duration (5-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_5,NA
20350507,201061,J01-061,Peak_Dur_2,likely_altered,low,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Peak flow,Duration (days),Peak_Dur_2,Peak Flow: Duration (2-year flood),Peak Flow Duration,"Duration (2-year flood, days)",Duration of peak flows over wet season (cumulative number of days in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Dur_2,likely_altered
20350507,201061,J01-061,Peak_Fre_10,likely_altered,low,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Peak flow,Frequency,Peak_Fre_10,Peak Flow: Frequency (10-year flood),Peak Flow Frequency, Frequency (10-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_10,likely_altered
20350507,201061,J01-061,Peak_Fre_5,likely_unaltered,none_found,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Peak flow,Frequency,Peak_Fre_5,Peak Flow: Frequency (5-year flood),Peak Flow Frequency, Frequency (5-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_5,NA
20350507,201061,J01-061,Peak_Fre_2,likely_unaltered,none_found,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Peak flow,Frequency,Peak_Fre_2,Peak Flow: Frequency (2-year flood),Peak Flow Frequency, Frequency (2-year flood),Frequency of peak flow events over wet season (number of times in which a given peak-flow recurrence interval is exceeded in a year).,Peak_Fre_2,NA
20350507,201061,J01-061,SP_Mag,likely_unaltered,none_found,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Spring recession flow,Magnitude (cfs),SP_Mag,Spring Recession Flow: Magnitude,Spring Recession Flow, Magnitude (cfs),Spring peak magnitude (daily flow on start date of spring-flow period),SP_Mag,NA
20350507,201061,J01-061,SP_Tim,indeterminate,none_found,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Spring recession flow,Timing (date),SP_Tim,Spring Recession Flow: Timing,Spring Recession Flow, Timing (date),Start date of spring (date),SP_Tim,NA
20350507,201061,J01-061,SP_Dur,likely_unaltered,none_found,likely_unaltered,none_found,"No COMID, trib not incuded in NHD; use COMID just for FFC API stream class, but don't use for alteration assessment",Spring recession flow,Duration (days),SP_Dur,Spring Recession Flow: Duration,Spring Recession Flow, Duration (days),Spring flow recession duration (# of days from start of spring to start of summer baseflow period),SP_Dur,NA
